log_number,X_uuid,date_assessment,enumerator_num,question.name,issue,action,changed,old.value,new.value,flag_index
131,68919518-9760-432d-a09d-e9fce1427c95,2021-06-16,1,tot_income,if tot_income == 0,Flagged,NA,0,NA,25
132,3ce793f2-2625-4e5b-93fd-01c3c899887b,2021-06-17,56426,tot_income,if tot_income == 0,Flagged,NA,0,NA,25
133,e965a991-51d7-4312-a0a8-670c752f8dfb,2021-06-17,2,tot_income,if tot_income == 0,Flagged,NA,0,NA,25
134,e965a991-51d7-4312-a0a8-670c752f8dfb,2021-06-17,2,tot_expenses,if tot_expenses == 0,Flagged,NA,0,NA,26
135,e965a991-51d7-4312-a0a8-670c752f8dfb,2021-06-17,2,food_exp ,if food_exp == 0,Flagged,NA,0,NA,27
136,49009640-ed8c-4205-9112-8cb8246edfc2,2021-06-16,2,water_exp ,if water_exp == 0,Flagged,NA,0,NA,28
137,8e2089a4-fa1c-4082-83fc-27902bfc8871,2021-06-16,1,water_exp ,if water_exp == 0,Flagged,NA,0,NA,28
138,68919518-9760-432d-a09d-e9fce1427c95,2021-06-16,1,water_exp ,if water_exp == 0,Flagged,NA,0,NA,28
139,b35de245-9c17-417c-9966-66eef9f7a027,2021-06-16,58541,water_exp ,if water_exp == 0,Flagged,NA,0,NA,28
140,b33f440b-76fc-4d49-bb8f-41df7aa1b37a,2021-06-17,58541,water_exp ,if water_exp == 0,Flagged,NA,0,NA,28
141,1861d942-debf-4ab1-b5de-6d803680c9e9,2021-06-17,58214,water_exp ,if water_exp == 0,Flagged,NA,0,NA,28
142,f19b8bea-43d7-44f8-b39f-e9dfd9d5311e,2021-06-17,1,water_exp ,if water_exp == 0,Flagged,NA,0,NA,28
143,e965a991-51d7-4312-a0a8-670c752f8dfb,2021-06-17,2,water_exp ,if water_exp == 0,Flagged,NA,0,NA,28
144,226fafbb-d182-4776-a839-49ad0c7e81ad,2021-06-17,4,water_exp ,if water_exp == 0,Flagged,NA,0,NA,28
145,fffd401d-7b32-478d-8ebb-f055959b4358,2021-06-17,3,water_exp ,if water_exp == 0,Flagged,NA,0,NA,28
146,5e12792b-a736-46a5-a2d3-11e24f11ef67,2021-06-17,1,water_exp ,if water_exp == 0,Flagged,NA,0,NA,28
147,88257ae5-915b-47dc-bd63-ca5d5fd67275,2021-06-15,1,water_exp ,if water_exp == 0,Flagged,NA,0,NA,28
148,be5916ef-994e-4fee-ae13-b7b0920c0211,2021-06-15,1,water_exp ,if water_exp == 0,Flagged,NA,0,NA,28
149,76119b26-c45c-491d-8d59-fece93d74969,2021-06-16,4706,water_exp ,if water_exp == 0,Flagged,NA,0,NA,28
150,a5d3f362-e7c1-4ede-835d-2989b64b35f9,2021-06-16,58541,water_exp ,if water_exp == 0,Flagged,NA,0,NA,28
151,516ddb19-6ecf-4989-ae72-fc688dd00cad,2021-06-16,58541,water_exp ,if water_exp == 0,Flagged,NA,0,NA,28
152,bbe9e380-0078-4804-b9ce-a3198b953de1,2021-06-15,56426,water_exp ,if water_exp == 0,Flagged,NA,0,NA,28
